snapshot,solver,success,iterations,estimated_error,setup_sec,solve_sec,rhs_inf,residual_inf,relative_residual_inf,x_inf,direct_residual_inf,x_delta_direct_inf
/workspace/exp/20260413/iterative/pf_dumps/case197_snem/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,16,5.15528657372652638e-04,1.56949999999999993e-04,2.08530000000000011e-04,4.87400293350219727e+00,2.51268818834096685e-03,5.15528657373105835e-04,1.99110348792168990e-01,1.98573825688219685e-06,1.98434334683034175e-03
/workspace/exp/20260413/iterative/pf_dumps/case2000_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,62,9.84438492453512020e-04,1.86665099999999999e-03,1.63891460000000003e-02,2.21187171936035156e+01,2.17745166086912578e-02,9.84438492436089541e-04,2.12434971708550124e+00,5.57446704741337840e-04,2.19905245747553657e-02
/workspace/exp/20260413/iterative/pf_dumps/case200_activ/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,26,6.92254342389816155e-04,1.63580000000000003e-04,3.29899999999999996e-04,2.90159988403320312e+00,2.00864511959958358e-03,6.92254342389751320e-04,3.68945097328386373e-01,1.06773208047306056e-05,6.01338172316293051e-04
/workspace/exp/20260413/iterative/pf_dumps/case20758_epigrids/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,320,7.03801551076104447e-04,1.98988759999999994e-02,9.51037943999999968e-01,5.35505981445312500e+01,3.76889940367918785e-02,7.03801551106311837e-04,5.19986036214612213e+00,1.34234150665742291e-01,2.74077909723726698e-02
/workspace/exp/20260413/iterative/pf_dumps/case2312_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,75,7.14312794204286579e-04,1.83880000000000003e-03,2.10360380000000000e-02,1.92934551239013672e+01,1.37815618415368102e-02,7.14312794314573467e-04,9.75603975478596674e-01,6.58386042244440972e-04,2.81218123870720545e-03
/workspace/exp/20260413/iterative/pf_dumps/case2383wp_k/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,99,9.87847587259745637e-04,1.67482999999999998e-03,2.78625499999999998e-02,5.54020023345947266e+00,5.47287343896441306e-03,9.87847588235449313e-04,1.02580179734574806e+00,2.06651538192303974e-03,1.10186984299948110e-03
/workspace/exp/20260413/iterative/pf_dumps/case240_pserc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,166,1.79917197743147789e-04,2.36259999999999991e-04,2.50925100000000010e-03,9.00398406982421875e+01,1.61997158018856169e-02,1.79917197501237673e-04,7.56663809166267320e+00,2.06505880232729644e-03,8.07339306647669730e-04
/workspace/exp/20260413/iterative/pf_dumps/case24464_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,318,6.27760369726098363e-04,2.69091389999999986e-02,1.09129246999999996e+00,3.20265655517578125e+01,2.01050060276779519e-02,6.27760288413893564e-04,2.60926832066808494e+01,5.14733439143156168e-01,2.70487417098447480e-01
/workspace/exp/20260413/iterative/pf_dumps/case24_ieee_rts/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,6,1.74413321331400370e-04,2.10600000000000017e-05,1.23600000000000002e-05,4.54300022125244141e+00,7.92359757399878351e-04,1.74413321331830338e-04,4.19188416533001706e-01,2.59912482070134843e-06,1.61466888153188881e-04
/workspace/exp/20260413/iterative/pf_dumps/case2736sp_k/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,70,7.71632162064932832e-04,1.98449100000000012e-03,2.28217479999999993e-02,8.97042560577392578e+00,6.92186890454227211e-03,7.71632162033306979e-04,6.41627509725083978e-01,5.21122203898050085e-04,1.53167657230796062e-03
